timestamp,block_number,issued_tao,staked_tao,circulating_tao,staked_percentage,circulating_percentage,total_market_cap_usd,staked_market_cap_usd,circulating_market_cap_usd,tao_price_usd,accounts,balance_holders,staked_pct_7d,staked_pct_30d
2024-03-10 23:59:48+00:00,2538980,6411947.683973181,5604900.313011205,807047.3709619762,87.41338184996097,12.586618150039039,2059709954.522705,1800462127.5485895,259247826.97411564,321.23,110991,56961,87.36846390803073,87.86308597031974
2024-03-11 23:59:48+00:00,2545842,6418089.78823461,5606201.959322958,811887.8289116519,87.3500082470025,12.649991752997483,2061682982.674604,1800880255.393314,260802727.28128994,321.23,111425,57146,87.43040198304236,87.81798857954045
2024-03-12 23:59:48+00:00,2552691,6424265.90513021,5609622.086825748,814643.8183044624,87.31926993162108,12.680730068378928,2063666936.7049775,1801978902.951035,261688033.75394246,321.23,111878,57382,87.45226738072282,87.78823077544156
2024-03-13 23:59:48+00:00,2559541,6430513.918207236,5615175.281181435,815338.6370258005,87.32078575061837,12.679214249381626,2065673985.9457104,1803762755.5739124,261911230.37179792,321.23,112389,57614,87.48359159694238,87.7598465836792
2024-03-14 23:59:48+00:00,2566310,6436503.778505848,5641220.221567652,795283.5569381956,87.64416856875037,12.35583143124963,2067598108.7694335,1812129171.774177,255468936.99525657,321.23,112879,57867,87.50936101644723,87.73817220377488
2024-03-15 23:59:48+00:00,2573130,6442833.428742206,5648623.687386871,794209.7413553344,87.67297416363,12.327025836369994,2069631382.314859,1814507387.099285,255123995.2155741,321.23,113401,58125,87.53524202478317,87.714214589132
2024-03-16 23:59:48+00:00,2579899,6449246.450557697,5653703.051274639,795543.399283058,87.66455266701331,12.335447332986687,2071691437.312649,1816139031.1609523,255552406.15169674,321.23,113866,58349,87.57274409487626,87.68389896192373
2024-03-17 23:59:24.001000+00:00,2585606,6454636.164839749,5653859.013692856,800777.1511468934,87.593767786495,12.406232213505012,2073422775.2314727,1816189130.9685562,257233644.26291656,321.23,114224,58531,87.60222722056452,87.66110465394175
2024-03-18 23:59:24+00:00,2590823,6459578.357807919,5654144.856359563,805433.5014483565,87.5311753053541,12.46882469464591,2075010355.878638,1816280952.2083824,258729403.6702556,321.23,114365,58602,87.58583497951561,87.63446819150317
2024-03-19 23:59:00.001000+00:00,2596412,6465086.487035533,5662238.109788937,802848.3772465969,87.58178442227259,12.418215577727418,2076779732.2304244,1818880748.0075002,257898984.22292432,321.23,114590,58733,87.54883031083364,87.60572915058424
2024-03-20 23:59:48.002000+00:00,2602666,6470847.4973835,5663749.536144746,807097.9612387549,87.52716763043627,12.472832369563749,2078630341.584502,1819366263.4957767,259264078.08872527,321.23,114906,58855,87.51233096735871,87.58954242525589
2024-03-21 23:59:48.003000+00:00,2609352,6477153.977209488,5669415.495391626,807738.481817862,87.52942288140794,12.470577118592061,2080656172.099004,1821186339.5846522,259469832.51435184,321.23,115560,59211,87.4830102237605,87.59153668024462
2024-03-22 23:59:48+00:00,2616014,6483137.717912995,5667166.210989449,815971.5069235461,87.41394148285627,12.586058517143728,2082578329.1251917,1820463801.9561408,262114527.16905072,321.23,115942,59390,87.4607000407232,87.5912700093469
2024-03-23 23:59:48.001000+00:00,2622703,6489463.72139571,5672379.060276192,817084.6611195179,87.4090572626888,12.590942737311195,2084610431.223944,1822138325.5325212,262472105.69142273,321.23,116284,59560,87.49898921222628,87.6055509122441
2024-03-24 23:59:48+00:00,2629402,6495496.017025624,5676318.003606363,819178.0134192612,87.38852258130746,12.61147741869256,2086548185.5491414,1823403632.2984722,263144553.2506693,321.23,116686,59738,87.55091837310049,87.60974390817412
2024-03-25 23:59:48+00:00,2636093,6501695.12876317,5680856.380391083,820838.7483720873,87.37500402409307,12.624995975906932,2088539526.2125933,1824861495.0730276,263678031.13956562,321.23,117191,60021,87.62485598864528,87.61624433858358
